Bol Number,Arrival Date,Company Name,Supplier Name,Product Description,Port Of Entry,Shipping Port,Supplier Country,Weight
SEAU217453037,23.04.22,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercaderia Transito Aduana Domicili Aria General Motors Argent Ina Ncm,"Houston, Tx",Veracruz,Mexico,2769.68
SEAU217449739,18.04.22,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domici Liaria General Motors Arge Ntina,"Houston, Tx",Veracruz,Mexico,2769.68
SEAU217009314,05.04.22,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercadera Transito Aduana Domicilia Ria General Motors Argenti Ncm,"Houston, Tx",Veracruz,Mexico,2769.68
SEAU217124403,05.04.22,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercadera Transito Aduana Domicilia Ria General Motors Argenti,"Houston, Tx",Veracruz,Mexico,2769.68
MEDUAH265772,02.04.22,Autoneum Mexico Operations Sa De Cv,Borealis Ag,Polymers Propylene Other Olefins Inprim Octabin Propylene Copolymer Reight,"New York/Newark Area, Newark, Nj",Anvers,Belgium,20900.0
SEAU216944416,30.03.22,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domici Liaria General Motors Arge Ntina,"Houston, Tx",Veracruz,Mexico,2769.68
SEAU216971522,30.03.22,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercadera Transito Aduana Domicilia Ria General Motors Argenti,"Houston, Tx",Veracruz,Mexico,1999.47
SEAU217124210,30.03.22,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Mercadera Transito Aduan Domiciliaria General Motors Argentina,"Houston, Tx",Veracruz,Mexico,2769.68
MEDUAH265640,22.03.22,Autoneum Mexico Operations Sa De Cv,Borealis Ag,Polymers Propylene Other Olefins Inprim Octabin Octabin Propylene Cop Olymer,"New York/Newark Area, Newark, Nj",Anvers,Belgium,20900.0
SEAU216822700,19.03.22,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domici Liaria General Motors Arge Ntina Ncm,"Houston, Tx",Veracruz,Mexico,2769.68
SEAU216944509,19.03.22,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domici Liaria General Motors Arge Ntina Ncm,"Houston, Tx",Veracruz,Mexico,2769.68
SEAU216822673,19.03.22,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercadera Transito Aduana Domicilia Ria General Motors Argenti Ncm,"Houston, Tx",Veracruz,Mexico,1938.23
SEAU216145731,05.03.22,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domici Liaria General Motors Arge Ntina Ncm,"Houston, Tx",Veracruz,Mexico,2769.68
SEAU216314009,05.03.22,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domici Liaria General Motors Arge Ntina Ncm,"Houston, Tx",Veracruz,Mexico,2769.68
DSVF0132010028,15.02.22,Ford Werke Gmbh,Autoneum Mexico Operations Sa De Cv,Automotive,"Houston, Tx",Veracruz,Mexico,46.0
SEAU215850835,12.02.22,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercaderaa Transito Aduana Domicili Aria General Motors Argent Ina,"Houston, Tx",Veracruz,Mexico,2769.68
SEAU215849989,12.02.22,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domici Liaria General Motors Arge Ntina,"Houston, Tx",Veracruz,Mexico,2769.68
SEAU216021629,12.02.22,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domici Liaria General Motors Arge Ntina,"Houston, Tx",Veracruz,Mexico,2769.68
SEAU216059224,12.02.22,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercaderaa Transito Aduana Domicili Aria General Motors Argent Ina,"Houston, Tx",Veracruz,Mexico,2769.68
DSVF0131120005,16.01.22,Ford Werke Gmbh,Autoneum Mexico Operations Sa De Cv,Automotive,"Houston, Tx",Veracruz,Mexico,31.0
SEAU215446159,13.01.22,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercaderaa Transito Aduana Domicili Aria General Motors Argent Ina Ncm,"Houston, Tx",Veracruz,Mexico,2769.68
SEAU215446194,13.01.22,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercaderaa Transito Aduana Domicili Aria General Motors Argent Ina Ncm,"Houston, Tx",Veracruz,Mexico,2769.68
SEAU215214993,13.01.22,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercaderaa Transito Aduana Domicili Aria General Motors Argent Ina Ncm,"Houston, Tx",Veracruz,Mexico,2769.68
HLCUME3LL31793AA,01.01.22,Bmw Ag Werk,Autoneum Mexico Operations Sa De Cv,Under Hood Shield Under Hood Slhield,"Houston, Tx",Tampico,Mexico,2259.0
SEAU215272904,29.12.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domici Liaria General Motors Arge Ntina,"Houston, Tx",Veracruz,Mexico,6106.82
SEAU215272941,29.12.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domici Liaria General Motors Arge Ntina,"Houston, Tx",Veracruz,Mexico,6106.82
SEAU215043324,29.12.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domici Liaria General Motors Arge Ntina,"Houston, Tx",Veracruz,Mexico,6106.82
OOLU268545681001,20.12.21,Bmw Ag Werk,Autoneum Mexico Operations Sa De Cv,Under Hood Shield,"Houston, Tx",Tampico,Mexico,443.0
OOLU268545681002,20.12.21,Bmw Ag Werk,Autoneum Mexico Operations Sa De Cv,Under Hood Shield,"Houston, Tx",Tampico,Mexico,782.0
SEAU215131779,19.12.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domici Liaria General Motors Arge Ntina,"Houston, Tx",Veracruz,Mexico,6106.82
SEAU215015352,19.12.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domici Liaria General Motors Arge Ntina,"Houston, Tx",Veracruz,Mexico,6106.82
SEAU214931847,15.12.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercadera Transito Aduana Domicilia Ria General Motors Argenti,"Houston, Tx",Veracruz,Mexico,2769.68
SEAU214807301,15.12.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domici Liaria General Motors Arge Ntina Ncm,"Houston, Tx",Veracruz,Mexico,2769.68
SEAU214842064,15.12.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercadera Transito Aduana Domicilia Ria General Motors Argenti,"Houston, Tx",Veracruz,Mexico,2769.68
SEAU214628531,15.12.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercadera Transito Aduana Domicilia Ria General Motors Argenti,"Houston, Tx",Veracruz,Mexico,2769.68
SEAU215014836,15.12.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domici Liaria General Motors Arge Ntina Ncm,"Houston, Tx",Veracruz,Mexico,2769.68
SEAU214931864,15.12.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercadera Transito Aduana Domicilia Ria General Motors Argenti,"Houston, Tx",Veracruz,Mexico,2769.68
SEAU214397866,16.11.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercaderaa Transito Aduana Domicilia Ria General Motors Argenti,"Houston, Tx",Veracruz,Mexico,2769.68
SEAU214397903,16.11.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercaderaa Transito Aduana Domicilia Ria General Motors Argenti,"Houston, Tx",Veracruz,Mexico,2769.68
SEAU214311532,16.11.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercaderaa Transito Aduana Domicili Aria General Motors Argent Ina,"Houston, Tx",Veracruz,Mexico,2769.68
SEAU214312966,12.11.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domici Liaria General Motors Arge Ntina,"Houston, Tx",Veracruz,Mexico,2769.68
SEAU214000586,12.11.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domici Liaria General Motors Arge Ntina,"Houston, Tx",Veracruz,Mexico,6106.82
SEAU213971785,12.11.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domici Liaria General Motors Arge Ntina,"Houston, Tx",Veracruz,Mexico,2770.14
SEAU213825165,12.11.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domici Liaria General Motors Arge Ntina,"Houston, Tx",Veracruz,Mexico,2770.14
SEAU214280802,12.11.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercaderea Transito Aduana Domicili Aria General Motors Argent Ina,"Houston, Tx",Veracruz,Mexico,6106.82
SEAU213974645,12.11.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domici Liaria General Motors Arge Ntina,"Houston, Tx",Veracruz,Mexico,2769.68
SEAU214093720,31.10.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercaderra Transito Aduana Domicili Aria General Motors Argent Ina,"Houston, Tx",Veracruz,Mexico,2769.68
SEAU213828299,31.10.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercaderra Transito Aduana Domicili Aria General Motors Argent Ina,"Houston, Tx",Veracruz,Mexico,2769.68
SEAU214093936,31.10.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercaderaa Transito Aduana Domicili Aria General Motors Argent Ina,"Houston, Tx",Veracruz,Mexico,2769.68
SEAU213865795,31.10.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercaderaa Transito Aduana Domicili Aria General Motors Argent Ina,"Houston, Tx",Veracruz,Mexico,2769.68
SEAU214091611,31.10.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domici Liaria General Motors Arge Ntina,"Houston, Tx",Veracruz,Mexico,2769.68
SEAU213828256,31.10.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domici Liaria General Motors Arge Ntina,"Houston, Tx",Veracruz,Mexico,2769.68
OOLU267907419001,09.10.21,Bmw Ag Werk,Autoneum Mexico Operations Sa De Cv,Engine Compartment Shield Automotive Use,"Houston, Tx",Tampico,Mexico,772.0
OOLU267758704001,09.10.21,Bmw Ag Werk,Autoneum Mexico Operations Sa De Cv,Engine Compartment Shield Underfloor Coati Center,"Houston, Tx",Tampico,Mexico,742.0
OOLU267907419002,09.10.21,Bmw Ag Werk,Autoneum Mexico Operations Sa De Cv,Engine Compartment Shield Automotive Use,"Houston, Tx",Tampico,Mexico,819.0
CMDUDUI0192280,30.09.21,Autoneum Mexico Operations Sa De Cv,Wellman International Ltd,Bales Polyester Staple Fibre Carded Combed Processed Spinning Bales Polyester Staple Fibre Carded Combed Processed Spinning Bales Polyester Staple Fibre Carded Combed Processed Spinning Bales Polyester Staple Fibre Carded Combed Processed Spinning,"Charleston, Sc",Rotterdam,Ireland,93252.0
SEAU213378305,22.09.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercaderia Transito Aduana Domicili Aria General Motors Argent Ina,"Houston, Tx",Veracruz,Mexico,6106.82
SEAU213200373,22.09.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercaderia Transito Aduana Domicili Aria General Motors Argent Ina,"Houston, Tx",Veracruz,Mexico,6106.82
CMDUDUI0190910B,21.09.21,Autoneum Mexico Operations Sa De Cv,Wellman International Limited,Bales Polyester Staple Fibre Carded Combed Processed Spinning Bales Polyester Staple Fibre Carded Combed Processed Spinning,"Charleston, Sc",Rotterdam,Ireland,47239.0
SEAU212835828,10.09.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domici Liaria General Motors Arge Ntina Ncm,"Houston, Tx",Veracruz,Mexico,6106.82
SEAU213092357,10.09.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercaderia Transito Aduana Domicili Aria General Motors Argent Ina Ncm,"Houston, Tx",Veracruz,Mexico,6106.82
SEAU213057267,10.09.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domici Liaria General Motors Arge Ntina Ncm,"Houston, Tx",Veracruz,Mexico,6106.82
SEAU213092197,10.09.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercaderia Transito Aduana Domicili Aria General Motors Argent Ina Ncm,"Houston, Tx",Veracruz,Mexico,6106.82
OOLU267707221001,06.09.21,Bmw Ag Werk,Autoneum Mexico Operations Sa De Cv,Engine Compartment Shield Under Floor Coating Center,"Houston, Tx",Tampico,Mexico,781.0
CMDUDUI0190910,19.08.21,Autoneum Mexico Operations Sa De Cv,Wellman International Limited,Bales Polyester Staple Fibre Carded Combed Processed Spinning Bales Polyester Staple Fibre Carded Combed Processed Spinning Bales Polyester Staple Fibre Carded Combed Processed Spinning Bales Polyester Staple Fibre Carded Combed Processed Spinning Bales Polyester Staple Fibre Carded Combed Processed Spinning Bales Polyester Staple Fibre Carded Combed Processed Spinning,"Charleston, Sc",Rotterdam,Ireland,142017.0
HLCUME3LG52567AA,07.08.21,Bmw Ag Werk,Autoneum Mexico Operations Sa De Cv,Automotive Automotive Engine Compartment Shield,"Houston, Tx",Tampico,Mexico,1452.0
SEAU211873220,23.07.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercaderia Transito Aduana Domicili Aria General Motors Argent Ina,"Houston, Tx",Veracruz,Mexico,2769.68
SEAU212055053,23.07.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercaderia Transito Aduana Domicili Aria General Motors Argent Ina,"Houston, Tx",Veracruz,Mexico,2769.68
SEAU211355183,08.07.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domici Liaria General Motors Arge Ntina,"Houston, Tx",Veracruz,Mexico,6106.82
SEAU211609542,08.07.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domici Liaria General Motors Arge Ntina,"Houston, Tx",Veracruz,Mexico,6106.82
OOLU267115757001,25.06.21,Bmw Ag Werk,Autoneum Mexico Operations Sa De Cv,Engine Compartment Shield,"Houston, Tx",Tampico,Mexico,753.0
SEAU211090505,22.06.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domici Liaria General Motors Arge Ntina,"Houston, Tx",Veracruz,Mexico,6106.82
SEAU211180527,16.06.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercaderaa Transito Aduana Domicili Aria General Motors Argent Ina,"Houston, Tx",Veracruz,Mexico,6106.82
SEAU211259912,16.06.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercaderaa Transito Aduana Domicili Aria General Motors Argent Ina,"Houston, Tx",Veracruz,Mexico,6106.82
HLCUME3LE65280AA,10.06.21,Bmw Ag Werk,Autoneum Mexico Operations Sa De Cv,Wooden Treated Engine Compartment Shield Wooden Treated Heat Certified,"Houston, Tx",Tampico,Mexico,773.0
SHKK372910182023,09.06.21,Autoneum Mexico Operations Sa De Cv,Wellman International Ltd,Polyester Staple Fibres Polyester Staple Fibres Polyester Staple Fibres Polyester Staple Fibres Polyester Staple Fibres Polyester Staple Fibres,"New York, Ny",Anvers,Belgium,119575.0
SEAU211055789,09.06.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domici Liaria General Motors Arge Ntina,"Houston, Tx",Veracruz,Mexico,6106.82
SEAU210938266,09.06.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domici Liaria General Motors Arge Ntina,"Houston, Tx",Veracruz,Mexico,6106.82
SEAU210938373,09.06.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domici Liaria General Motors Arge Ntina Ncm,"Houston, Tx",Veracruz,Mexico,6579.92
MAEU912234557,03.06.21,Autoneum Mexico Operations Sa De Cv,Doyle Shipping Group Ltd,Polyester Staple Fibre Car Ded Combed Processed Pinningpolyester Staple Fibre Car Ded Combed Processed Pinningpolyester Staple Fibre Car Ded Combed Processed Pinningpolyester Staple Fibre Car Ded Combed Processed Pinningpolyester Staple Fibre Car Ded Combed Processed Pinningpolyester Staple Fibre Car Ded Combed Processed Pinning,"New York/Newark Area, Newark, Nj",Rotterdam,Ireland,119667.84
OOLU266781777001,20.05.21,Bmw Ag Werk,Autoneum Mexico Operations Sa De Cv,Engine Compartment Shield,"Houston, Tx",Tampico,Mexico,772.0
OOLU266657566001,05.05.21,Bmw Ag Werk,Autoneum Mexico Operations Sa De Cv,Automotive Engine Compartment Shield,"Houston, Tx",Tampico,Mexico,772.0
SUDU21297AT8FF5X,03.05.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domiciliaria Generalmotors Argentina,"Houston, Tx",Tampico,Mexico,2770.0
OOLU266591605001,02.05.21,Bmw Ag,Autoneum Mexico Operations Sa De Cv,Engine Room Shield Underbody Paneling Center,"Houston, Tx",Tampico,Mexico,723.0
SUDU21297AT0AWH1,26.04.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domiciliaria Generalmotors Argentina Ncm,"Houston, Tx",Tampico,Mexico,2770.0
SUDU21297AT0A5UN,26.04.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domiciliaria Generalmotors Argentina Ncm,"Houston, Tx",Tampico,Mexico,2770.0
SUDU21297ASYMS7D,24.04.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domiciliaria Generalmotors Argentina,"Houston, Tx",Tampico,Mexico,6057.0
SUDU21297ASYMZCS,24.04.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domiciliaria Generalmotors Argentina,"Houston, Tx",Tampico,Mexico,6107.0
SUDU21297ASYM1NC,24.04.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domiciliaria Generalmotors Argentina,"Houston, Tx",Tampico,Mexico,2770.0
SUDU21297ASYMUMM,24.04.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domiciliaria Generalmotors Argentina,"Houston, Tx",Tampico,Mexico,6107.0
HLCUME3LC69983AA,08.04.21,Bmw Ag Werk,Autoneum Mexico Operations Sa De Cv,Automotive Automotive Wooden Treated Heat Certified,"Houston, Tx",Tampico,Mexico,441.0
OOLU266296308001,29.03.21,Bmw Ag Werk,Autoneum Mexico Operations Sa De Cv,Automotive Use,"Houston, Tx",Tampico,Mexico,697.0
OOLU266328204001,29.03.21,Bmw Ag Werk,Autoneum Mexico Operations Sa De Cv,Underside Panel Automotive Use,"Houston, Tx",Tampico,Mexico,772.0
MAEU209060926,25.03.21,Autoneum Mexico Operations Sa De Cv,Wellman International Limited,Polyester Staple Fibre Car Ded Combed Processed Pinning,"New York/Newark Area, Newark, Nj",Rotterdam,Ireland,97719.5
OOLU266074465001,22.03.21,Autoneum Mexico Operations Sa De Cv,Autoneum Poland Sp Z O O,Automotive,"Charleston, Sc",Bremerhaven,Germany,4998.0
MEDUGL673456,08.03.21,Autoneum Mexico Operations Sa De Cv,Autoneum Cz S R O,Accessories Motor Vehicles Hea Automotive Spare Accessories Motor Vehicles Hea Automotive Spare,"New York/Newark Area, Newark, Nj",Bremerhaven,Germany,2778.0
SUDU21297AS1QHY5,04.03.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domiciliaria Generalmotors Argentina,"Houston, Tx",Tampico,Mexico,2770.0
HLCUME3LB32201AA,01.03.21,Bmw Ag Werk,Autoneum Mexico Operations Sa De Cv,Automotive Automotive,"Houston, Tx",Tampico,Mexico,773.0
SUDU21297ARXLHGW,27.02.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domiciliaria Generalmotors Argentina,"Houston, Tx",Tampico,Mexico,2770.0
SUDU21297ARQX03A,11.02.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domiciliaria Generalmotors Argentina,"Houston, Tx",Tampico,Mexico,2770.0
MAEU207093559,10.02.21,Autoneum Mexico Operations Sa De Cv,Wellman International Limited,Bales Polyester Stable Fib Carded Combed Proces Sed Spinn Ing Weigh Bales Polyester Stable Bre Carded Combed Proc Essed Spinn Ing Wei Ght Bales Polyester Stable Ibre Carded Combed Pro Cessed Spinning Weig,"New York/Newark Area, Newark, Nj",Rotterdam,Ireland,59596.69
MAEU911747860,06.02.21,Autoneum Mexico Operations Sa De Cv,Wellman International Limited,Polyester Staple Fibre Car Ded Combed Processed Pinning,"New York/Newark Area, Newark, Nj",Rotterdam,Ireland,59640.69
HLCUME3LA48864AA,03.02.21,Bmw Ag Werk,Autoneum Mexico Operations Sa De Cv,Automotive Automotive Wooden Treated Heat Certified,"Houston, Tx",Tampico,Mexico,1550.0
SUDU21297ARJKV4M,02.02.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domiciliaria Generalmotors Argentina,"Houston, Tx",Tampico,Mexico,2770.0
SUDU21297ARJK14T,02.02.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domiciliaria Generalmotors Argentina,"Houston, Tx",Tampico,Mexico,2770.0
SUDU21297ARH1058,27.01.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domiciliaria Generalmotors Argentina,"Houston, Tx",Tampico,Mexico,2770.0
SUDU21297ARH1059,27.01.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domiciliaria Generalmotors Argentina,"Houston, Tx",Tampico,Mexico,2770.0
SUDU21297ARH1060,27.01.21,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domiciliaria Generalmotors Argentina,"Houston, Tx",Tampico,Mexico,2770.0
MAEU911662831,20.01.21,Autoneum Mexico Operations Sa De Cv,Wellman International Limited,Polyester Staple Fibre Car Ded Combed Processed Pinning,"New York/Newark Area, Newark, Nj",Rotterdam,Ireland,100045.56
MAEU206859668,07.01.21,Autoneum Mexico Operations Sa De Cv,Wellman International Limited,Bales Polyester Staple Fibr Carded Combded Proce Ssed Spin Ning,"New York/Newark Area, Newark, Nj",Rotterdam,Ireland,19962.94
SUDU20297AQSILXF,16.12.20,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domiciliaria Generalmotors Argentina,"Houston, Tx",Tampico,Mexico,2770.0
SUDU20297AQSIC3A,16.12.20,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domiciliaria Generalmotors Argentina,"Houston, Tx",Tampico,Mexico,2770.0
SUDU20297AQSIT6P,16.12.20,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domiciliaria Generalmotors Argentina,"Houston, Tx",Tampico,Mexico,2770.0
SUDU20297AQU9XVX,15.12.20,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domiciliaria Generalmotors Argentina,"Houston, Tx",Tampico,Mexico,2770.0
SUDU20297AQU957Z,15.12.20,General Motors De Argentina S R L,Autoneum Mexico Operations Sa De Cv,Automotive Mercader Nsito Aduana Domiciliaria Generalmotors Argentina,"Houston, Tx",Tampico,Mexico,2770.0
MAEU206492273,14.12.20,Autoneum Mexico Operations Sa De Cv,Wellman International Limited,Polyester Staple Fibre Car Ded Combed Processed Pinning,"New York/Newark Area, Newark, Nj",Rotterdam,Ireland,19949.33
MAEU206267459,02.12.20,Autoneum Mexico Operations Sa De Cv,Wellman International Limited,Polyester Staple Fibre Car Ded Combed Processed Pinning,"New York/Newark Area, Newark, Nj",Rotterdam,Ireland,59826.66
